"Uniprot","Genes","Pathways"
"P53680","AP2S1","Cluster 4"
"P53701","HCCS","Cluster 5"
"P53778","MAPK12","Cluster 3"
"P53779","MAPK10","Cluster 3"
"P53794","SLC5A3","Cluster 4"
"P53801","PTTG1IP","Cluster 4"
"P53803","POLR2K","Cluster 5"
"P53804","TTC3","Cluster 3"
"P53805","RCAN1","Cluster 1"
"P53985","SLC16A1","Cluster 4"
"P53992","SEC24C","Cluster 2"
"P53999","SUB1","Cluster 1"
"P54098","POLG","Cluster 4"
"P54105","CLNS1A","Cluster 1"
"P54132","BLM","Cluster 3"
"P54136","RARS","Cluster 2"
"P54198","HIRA","Cluster 4"
"P54253","ATXN1","Cluster 3"
"P54259","ATN1","Cluster 5"
"P54274","TERF1","Cluster 4"
"P54277","PMS1","Cluster 3"
"P54278","PMS2","Cluster 3"
"P54577","YARS","Cluster 1"
"P54578","USP14","Cluster 2"
"P54619","PRKAG1","Cluster 2"
"P54646","PRKAA2","Cluster 3"
"P54652","HSPA2","Cluster 3"
"P54709","ATP1B3","Cluster 4"
"P54725","RAD23A","Cluster 1"
"P54727","RAD23B","Cluster 1"
"P54753","EPHB3","Cluster 3"
"P54756","EPHA5","Cluster 3"
"P54760","EPHB4","Cluster 3"
"P54764","EPHA4","Cluster 3"
"P54802","NAGLU","Cluster 4"
"P54803","GALC","Cluster 3"
"P54819","AK2","Cluster 5"
"P54852","EMP3","Cluster 5"
"P54868","HMGCS2","Cluster 3"
"P54886","ALDH18A1","Cluster 4"
"P54920","NAPA","Cluster 4"
"P54922","ADPRH","Cluster 3"
"P55001","MFAP2","Cluster 3"
"P55008","AIF1","Cluster 3"
"P55010","EIF5","Cluster 2"
"P55011","SLC12A2","Cluster 4"
"P55036","PSMD4","Cluster 1"
"P55039","DRG2","Cluster 2"
"P55042","RRAD","Cluster 3"
"P55055","NR1H2","Cluster 4"
"P55058","PLTP","Cluster 3"
"P55060","CSE1L","Cluster 2"
"P55061","TMBIM6","Cluster 4"
"P55072","VCP","Cluster 3"
"P55081","MFAP1","Cluster 5"
"P55082","MFAP3","Cluster 4"
"P55084","HADHB","Cluster 4"
"P55085","F2RL1","Cluster 3"
"P55145","MANF","Cluster 5"
"P55160","NCKAP1L","Cluster 3"
"P55197","MLLT10","Cluster 5"
"P55198","MLLT6","Cluster 3"
"P55199","ELL","Cluster 3"
"P55209","NAP1L1","Cluster 1"
"P55211","CASP9","Cluster 2"
"P55212","CASP6","Cluster 2"
"P55263","ADK","Cluster 1"
"P55268","LAMB2","Cluster 3"
"P55283","CDH4","Cluster 3"
"P55285","CDH6","Cluster 3"
"P55287","CDH11","Cluster 3"
"P55317","FOXA1","Cluster 3"
"P55735","SEC13","Cluster 1"
"P55769","SNU13","Cluster 5"
"P55771","PAX9","Cluster 3"
"P55786","NPEPPS","Cluster 2"
"P55789","GFER","Cluster 5"
"P55795","HNRNPH2","Cluster 5"
"P55809","OXCT1","Cluster 3"
"P55899","FCGRT","Cluster 3"
"P56159","GFRA1","Cluster 3"
"P56177","DLX1","Cluster 3"
"P56181","NDUFV3","Cluster 5"
"P56182","RRP1","Cluster 4"
"P56192","MARS","Cluster 2"
"P56199","ITGA1","Cluster 3"
"P56211","ARPP19","Cluster 1"
"P56277","CMC4","Cluster 5"
"P56279","TCL1A","Cluster 3"
"P56282","POLE2","Cluster 4"
"P56377","AP1S2","Cluster 4"
"P56378","ATP5MPL","Cluster 3"
"P56381","ATP5F1E","Cluster 5"
"P56385","ATP5ME","Cluster 5"
"P56470","LGALS4","Cluster 3"
"P56524","HDAC4","Cluster 3"
"P56537","EIF6","Cluster 1"
"P56545","CTBP2","Cluster 3"
"P56556","NDUFA6","Cluster 4"
"P56559","ARL4C","Cluster 3"
"P56589","PEX3","Cluster 4"
"P56693","SOX10","Cluster 3"
"P56747","CLDN6","Cluster 3"
"P56749","CLDN12","Cluster 3"
"P56817","BACE1","Cluster 3"
"P56937","HSD17B7","Cluster 3"
"P56962","STX17","Cluster 5"
"P57057","SLC37A1","Cluster 3"
"P57060","RWDD2B","Cluster 3"
"P57071","PRDM15","Cluster 4"
"P57076","CFAP298","Cluster 1"
"P57081","WDR4","Cluster 2"
"P57086","SCAND1","Cluster 5"
"P57088","TMEM33","Cluster 4"
"P57105","SYNJ2BP","Cluster 3"
"P57678","GEMIN4","Cluster 2"
"P57682","KLF3","Cluster 3"
"P57721","PCBP3","Cluster 3"
"P57723","PCBP4","Cluster 1"
"P57729","RAB38","Cluster 3"
"P57735","RAB25","Cluster 3"
"P57737","CORO7","Cluster 3"
"P57740","NUP107","Cluster 4"
"P57764","GSDMD","Cluster 3"
"P57768","SNX16","Cluster 5"
"P57772","EEFSEC","Cluster 2"
"P58004","SESN2","Cluster 2"
"P58107","EPPK1","Cluster 3"
"P58166","INHBE","Cluster 3"
"P58215","LOXL3","Cluster 3"
"P58317","ZNF121","Cluster 4"
"P58397","ADAMTS12","Cluster 3"
"P58546","MTPN","Cluster 1"
"P58557","YBEY","Cluster 5"
"P59190","RAB15","Cluster 3"
"P59780","AP3S2","Cluster 3"
"P59923","ZNF445","Cluster 5"
"P60033","CD81","Cluster 3"
"P60174","TPI1","Cluster 1"
"P60201","PLP1","Cluster 3"
"P60228","EIF3E","Cluster 2"
"P60468","SEC61B","Cluster 4"
"P60484","PTEN","Cluster 3"
"P60510","PPP4C","Cluster 2"
"P60520","GABARAPL2","Cluster 1"
"P60602","ROMO1","Cluster 4"
"P60604","UBE2G2","Cluster 5"
"P60709","ACTB","Cluster 4"
"P60842","EIF4A1","Cluster 2"
"P60891","PRPS1","Cluster 2"
"P60900","PSMA6","Cluster 3"
"P60903","S100A10","Cluster 3"
"P60953","CDC42","Cluster 3"
"P60981","DSTN","Cluster 1"
"P60983","GMFB","Cluster 1"
"P61006","RAB8A","Cluster 4"
"P61009","SPCS3","Cluster 4"
"P61011","SRP54","Cluster 2"
"P61019","RAB2A","Cluster 4"
"P61020","RAB5B","Cluster 4"
"P61024","CKS1B","Cluster 1"
"P61026","RAB10","Cluster 4"
"P61081","UBE2M","Cluster 1"
"P61086","UBE2K","Cluster 1"
"P61088","UBE2N","Cluster 1"
"P61106","RAB14","Cluster 4"
"P61129","ZC3H6","Cluster 3"
"P61158","ACTR3","Cluster 2"
"P61160","ACTR2","Cluster 2"
"P61163","ACTR1A","Cluster 2"
"P61165","TMEM258","Cluster 4"
"P61201","COPS2","Cluster 2"
"P61204","ARF3","Cluster 2"
"P61218","POLR2F","Cluster 5"
"P61221","ABCE1","Cluster 2"
"P61224","RAP1B","Cluster 4"
"P61225","RAP2B","Cluster 3"
"P61244","MAX","Cluster 5"
"P61247","RPS3A","Cluster 2"
"P61254","RPL26","Cluster 2"
"P61313","RPL15","Cluster 2"
"P61353","RPL27","Cluster 2"
"P61421","ATP6V0D1","Cluster 4"
"P61457","PCBD1","Cluster 3"
"P61513","RPL37A","Cluster 2"
"P61586","RHOA","Cluster 3"
"P61587","RND3","Cluster 3"
"P61599","NAA20","Cluster 2"
"P61601","NCALD","Cluster 3"
"P61604","HSPE1","Cluster 5"
"P61619","SEC61A1","Cluster 4"
"P61626","LYZ","Cluster 3"
"P61758","VBP1","Cluster 1"
"P61764","STXBP1","Cluster 2"
"P61769","B2M","Cluster 5"
"P61803","DAD1","Cluster 4"
"P61812","TGFB2","Cluster 3"
"P61916","NPC2","Cluster 5"
"P61923","COPZ1","Cluster 2"
"P61927","RPL37","Cluster 2"
"P61956","SUMO2","Cluster 1"
"P61960","UFM1","Cluster 1"
"P61962","DCAF7","Cluster 5"
"P61964","WDR5","Cluster 5"
"P61966","AP1S1","Cluster 4"
"P61968","LMO4","Cluster 3"
"P61970","NUTF2","Cluster 1"
"P61981","YWHAG","Cluster 2"
"P62068","USP46","Cluster 4"
"P62070","RRAS2","Cluster 3"
"P62072","TIMM10","Cluster 5"
"P62081","RPS7","Cluster 2"
"P62136","PPP1CA","Cluster 3"
"P62140","PPP1CB","Cluster 4"
"P62166","NCS1","Cluster 3"
"P62191","PSMC1","Cluster 1"
"P62195","PSMC5","Cluster 3"
"P62241","RPS8","Cluster 2"
"P62244","RPS15A","Cluster 2"
"P62249","RPS16","Cluster 2"
"P62253","UBE2G1","Cluster 1"
"P62256","UBE2H","Cluster 1"
"P62258","YWHAE","Cluster 2"
"P62263","RPS14","Cluster 2"
"P62266","RPS23","Cluster 2"
"P62269","RPS18","Cluster 2"
"P62273","RPS29","Cluster 1"
"P62277","RPS13","Cluster 2"
"P62280","RPS11","Cluster 2"
"P62304","SNRPE","Cluster 4"
"P62306","SNRPF","Cluster 5"
"P62308","SNRPG","Cluster 5"
"P62310","LSM3","Cluster 5"
"P62312","LSM6","Cluster 5"
"P62314","SNRPD1","Cluster 4"
"P62316","SNRPD2","Cluster 5"
"P62318","SNRPD3","Cluster 4"
"P62330","ARF6","Cluster 4"
"P62333","PSMC6","Cluster 1"
"P62341","SELENOT","Cluster 4"
"P62380","TBPL1","Cluster 2"
"P62424","RPL7A","Cluster 2"
"P62487","POLR2G","Cluster 5"
"P62491","RAB11A","Cluster 4"
"P62495","ETF1","Cluster 2"
"P62699","YPEL5","Cluster 3"
"P62701","RPS4X","Cluster 2"
"P62714","PPP2CB","Cluster 1"
"P62736","ACTA2","Cluster 3"
"P62745","RHOB","Cluster 3"
"P62750","RPL23A","Cluster 2"
"P62753","RPS6","Cluster 2"
"P62760","VSNL1","Cluster 3"
"P62820","RAB1A","Cluster 4"
"P62826","RAN","Cluster 1"
"P62829","RPL23","Cluster 2"
"P62834","RAP1A","Cluster 4"
"P62837","UBE2D2","Cluster 1"
"P62841","RPS15","Cluster 2"
"P62851","RPS25","Cluster 2"
"P62854","RPS26","Cluster 2"
"P62857","RPS28","Cluster 1"
"P62873","GNB1","Cluster 5"
"P62875","POLR2L","Cluster 5"
"P62877","RBX1","Cluster 3"
"P62879","GNB2","Cluster 5"
"P62888","RPL30","Cluster 2"
"P62899","RPL31","Cluster 2"
"P62906","RPL10A","Cluster 2"
"P62910","RPL32","Cluster 2"
"P62913","RPL11","Cluster 2"
"P62917","RPL8","Cluster 2"
"P62937","PPIA","Cluster 1"
"P62979","RPS27A","Cluster 1"
"P62993","GRB2","Cluster 1"
"P62995","TRA2B","Cluster 5"
"P63027","VAMP2","Cluster 4"
"P63096","GNAI1","Cluster 3"
"P63104","YWHAZ","Cluster 2"
"P63146","UBE2B","Cluster 1"
"P63165","SUMO1","Cluster 5"
"P63167","DYNLL1","Cluster 3"
"P63172","DYNLT1","Cluster 2"
"P63173","RPL38","Cluster 2"
"P63208","SKP1","Cluster 3"
"P63218","GNG5","Cluster 4"
"P63220","RPS21","Cluster 1"
"P63244","RACK1","Cluster 2"
"P63272","SUPT4H1","Cluster 5"
"P63279","UBE2I","Cluster 1"
"P67775","PPP2CA","Cluster 2"
"P67809","YBX1","Cluster 1"
"P67812","SEC11A","Cluster 4"
"P67870","CSNK2B","Cluster 5"
"P67936","TPM4","Cluster 1"
"P68036","UBE2L3","Cluster 1"
"P68104","EEF1A1","Cluster 2"
"P68363","TUBA1B","Cluster 2"
"P68366","TUBA4A","Cluster 3"
"P68371","TUBB4B","Cluster 1"
"P68400","CSNK2A1","Cluster 4"
"P68402","PAFAH1B2","Cluster 1"
"P68543","UBXN2A","Cluster 3"
"P69891","HBG1","Cluster 4"
"P69892","HBG2","Cluster 3"
"P69905","HBA1","Cluster 3"
"P69905","HBA1","Cluster 3"
"P69905","HBA2","Cluster 3"
"P69905","HBA2","Cluster 3"
"P78310","CXADR","Cluster 3"
"P78316","NOP14","Cluster 4"
"P78317","RNF4","Cluster 3"
"P78318","IGBP1","Cluster 1"
"P78325","ADAM8","Cluster 5"
"P78330","PSPH","Cluster 1"
"P78332","RBM6","Cluster 5"
"P78337","PITX1","Cluster 3"
"P78345","RPP38","Cluster 4"
"P78347","GTF2I","Cluster 5"
"P78356","PIP4K2B","Cluster 2"
"P78357","CNTNAP1","Cluster 3"
"P78364","PHC1","Cluster 3"
"P78368","CSNK1G2","Cluster 4"
"P78371","CCT2","Cluster 2"
"P78380","OLR1","Cluster 3"
"P78381","SLC35A2","Cluster 4"
"P78382","SLC35A1","Cluster 4"
"P78406","RAE1","Cluster 5"
"P78410","BTN3A2","Cluster 5"
"P78415","IRX3","Cluster 3"
"P78417","GSTO1","Cluster 1"
"P78504","JAG1","Cluster 3"
"P78524","ST5","Cluster 3"
"P78527","PRKDC","Cluster 4"
"P78536","ADAM17","Cluster 4"
"P78537","BLOC1S1","Cluster 5"
"P78539","SRPX","Cluster 3"
"P78540","ARG2","Cluster 3"
"P78545","ELF3","Cluster 3"
"P78549","NTHL1","Cluster 3"
"P78552","IL13RA1","Cluster 3"
"P78559","MAP1A","Cluster 3"
"P78560","CRADD","Cluster 3"
"P78563","ADARB1","Cluster 4"
"P80162","CXCL6","Cluster 3"
"P80188","LCN2","Cluster 3"
"P80297","MT1X","Cluster 3"
"P80365","HSD11B2","Cluster 3"
"P80404","ABAT","Cluster 3"
"P80723","BASP1","Cluster 3"
"P81274","GPSM2","Cluster 3"
"P81877","SSBP2","Cluster 3"
"P82094","TMF1","Cluster 5"
"P82650","MRPS22","Cluster 5"
"P82663","MRPS25","Cluster 5"
"P82664","MRPS10","Cluster 4"
"P82673","MRPS35","Cluster 4"
"P82675","MRPS5","Cluster 4"
"P82909","MRPS36","Cluster 5"
"P82912","MRPS11","Cluster 4"
"P82914","MRPS15","Cluster 4"
"P82921","MRPS21","Cluster 4"
"P82930","MRPS34","Cluster 4"
"P82932","MRPS6","Cluster 5"
"P82933","MRPS9","Cluster 4"
"P82970","HMGN5","Cluster 3"
"P83111","LACTB","Cluster 4"
"P83369","LSM11","Cluster 4"
"P83436","COG7","Cluster 2"
"P83731","RPL24","Cluster 2"
"P83876","TXNL4A","Cluster 4"
"P83881","RPL36A","Cluster 2"
"P83916","CBX1","Cluster 5"
"P84022","SMAD3","Cluster 3"
"P84074","HPCA","Cluster 3"
"P84085","ARF5","Cluster 2"
"P84090","ERH","Cluster 5"
"P84095","RHOG","Cluster 4"
"P84098","RPL19","Cluster 2"
"P84101","SERF2","Cluster 1"
"P84103","SRSF3","Cluster 5"
"P84157","MXRA7","Cluster 3"
"P84550","SKOR1","Cluster 3"
"P85037","FOXK1","Cluster 5"
"P85298","ARHGAP8","Cluster 3"
"P86397","HTD2","Cluster 4"
"P86452","ZBED6","Cluster 5"
"P86791","CCZ1","Cluster 2"
"P86791","CCZ1","Cluster 2"
"P98082","DAB2","Cluster 3"
"P98088","MUC5AC","Cluster 3"
"P98153","DGCR2","Cluster 5"
"P98155","VLDLR","Cluster 3"
"P98160","HSPG2","Cluster 3"
"P98161","PKD1","Cluster 2"
"P98164","LRP2","Cluster 3"
"P98170","XIAP","Cluster 1"
"P98172","EFNB1","Cluster 3"
"P98173","FAM3A","Cluster 4"
"P98174","FGD1","Cluster 3"
"P98175","RBM10","Cluster 5"
"P98179","RBM3","Cluster 5"
"P99999","CYCS","Cluster 5"
"Q00013","MPP1","Cluster 3"
"Q00059","TFAM","Cluster 5"
"Q00169","PITPNA","Cluster 1"
"Q00266","MAT1A","Cluster 3"
"Q00341","HDLBP","Cluster 4"
"Q00403","GTF2B","Cluster 1"
"Q00526","CDK3","Cluster 2"
"Q00534","CDK6","Cluster 3"
"Q00535","CDK5","Cluster 1"
"Q00537","CDK17","Cluster 2"
"Q00577","PURA","Cluster 3"
"Q00587","CDC42EP1","Cluster 3"
"Q00610","CLTC","Cluster 2"
"Q00613","HSF1","Cluster 1"
"Q00653","NFKB2","Cluster 2"
"Q00688","FKBP3","Cluster 1"
"Q00722","PLCB2","Cluster 3"
"Q00765","REEP5","Cluster 4"
"Q00796","SORD","Cluster 1"
"Q00839","HNRNPU","Cluster 4"
"Q00889","PSG6","Cluster 3"
"Q00973","B4GALNT1","Cluster 5"
"Q00978","IRF9","Cluster 3"
"Q01081","U2AF1","Cluster 5"
"Q01081","U2AF1","Cluster 5"
"Q01082","SPTBN1","Cluster 4"
"Q01105","SET","Cluster 3"
"Q01130","SRSF2","Cluster 5"
"Q01167","FOXK2","Cluster 5"
"Q01201","RELB","Cluster 1"
"Q01415","GALK2","Cluster 2"
"Q01433","AMPD2","Cluster 2"
"Q01459","CTBS","Cluster 5"
"Q01469","FABP5","Cluster 3"
"Q01518","CAP1","Cluster 2"
"Q01538","MYT1","Cluster 3"
"Q01543","FLI1","Cluster 3"
"Q01581","HMGCS1","Cluster 3"
"Q01628","IFITM3","Cluster 3"
"Q01650","SLC7A5","Cluster 4"
"Q01658","DR1","Cluster 1"
"Q01664","TFAP4","Cluster 5"
"Q01780","EXOSC10","Cluster 4"
"Q01804","OTUD4","Cluster 3"
"Q01813","PFKP","Cluster 3"
"Q01831","XPC","Cluster 4"
"Q01850","CDR2","Cluster 5"
"Q01968","OCRL","Cluster 2"
"Q01970","PLCB3","Cluster 2"
"Q01973","ROR1","Cluster 3"
"Q01974","ROR2","Cluster 3"
"Q01995","TAGLN","Cluster 3"
"Q02040","AKAP17A","Cluster 3"
"Q02078","MEF2A","Cluster 1"
"Q02083","NAAA","Cluster 3"
"Q02086","SP2","Cluster 5"
"Q02127","DHODH","Cluster 4"
"Q02156","PRKCE","Cluster 3"
"Q02224","CENPE","Cluster 3"
"Q02241","KIF23","Cluster 4"
"Q02252","ALDH6A1","Cluster 5"
"Q02318","CYP27A1","Cluster 3"
"Q02338","BDH1","Cluster 3"
"Q02388","COL7A1","Cluster 3"
"Q02410","APBA1","Cluster 3"
"Q02446","SP4","Cluster 5"
"Q02447","SP3","Cluster 5"
"Q02487","DSC2","Cluster 3"
"Q02535","ID3","Cluster 3"
"Q02543","RPL18A","Cluster 2"
"Q02548","PAX5","Cluster 3"
"Q02556","IRF8","Cluster 3"
"Q02742","GCNT1","Cluster 3"
"Q02750","MAP2K1","Cluster 1"
"Q02790","FKBP4","Cluster 2"
"Q02809","PLOD1","Cluster 4"
"Q02818","NUCB1","Cluster 5"
"Q02878","RPL6","Cluster 2"
"Q02880","TOP2B","Cluster 4"
"Q02930","CREB5","Cluster 3"
"Q02952","AKAP12","Cluster 3"
"Q02978","SLC25A11","Cluster 4"
"Q03013","GSTM4","Cluster 3"
"Q03111","MLLT1","Cluster 5"
"Q03113","GNA12","Cluster 4"
"Q03135","CAV1","Cluster 3"
"Q03154","ACY1","Cluster 1"
"Q03167","TGFBR3","Cluster 3"
"Q03169","TNFAIP2","Cluster 3"
"Q03188","CENPC","Cluster 5"
"Q03393","PTS","Cluster 3"
"Q03405","PLAUR","Cluster 3"
"Q03426","MVK","Cluster 2"
"Q03468","ERCC6","Cluster 5"
"Q03518","TAP1","Cluster 3"
"Q03519","TAP2","Cluster 3"
"Q03701","CEBPZ","Cluster 4"
"Q04323","UBXN1","Cluster 1"
"Q04446","GBE1","Cluster 2"
"Q04721","NOTCH2","Cluster 3"
"Q04724","TLE1","Cluster 3"
"Q04727","TLE4","Cluster 3"
"Q04756","HGFAC","Cluster 3"
"Q04759","PRKCQ","Cluster 3"
"Q04760","GLO1","Cluster 1"
"Q04771","ACVR1","Cluster 3"
"Q04828","AKR1C1","Cluster 3"
"Q04837","SSBP1","Cluster 5"
"Q04844","CHRNE","Cluster 3"
"Q04912","MST1R","Cluster 3"
"Q04917","YWHAH","Cluster 2"
"Q04941","PLP2","Cluster 3"
"Q05048","CSTF1","Cluster 5"
"Q05084","ICA1","Cluster 3"
"Q05193","DNM1","Cluster 3"
"Q05209","PTPN12","Cluster 2"
"Q05397","PTK2","Cluster 3"
"Q05469","LIPE","Cluster 3"
"Q05481","ZNF91","Cluster 3"
"Q05513","PRKCZ","Cluster 3"
"Q05639","EEF1A2","Cluster 3"
"Q05655","PRKCD","Cluster 2"
"Q05682","CALD1","Cluster 3"
"Q05707","COL14A1","Cluster 3"
"Q05823","RNASEL","Cluster 3"
"Q05BQ5","MBTD1","Cluster 4"
"Q05D32","CTDSPL2","Cluster 4"
"Q05DH4","FAM160A1","Cluster 3"
"Q06033","ITIH3","Cluster 3"
"Q06124","PTPN11","Cluster 2"
"Q06136","KDSR","Cluster 4"
"Q06187","BTK","Cluster 3"
"Q06190","PPP2R3A","Cluster 3"
"Q06203","PPAT","Cluster 2"
"Q06210","GFPT1","Cluster 2"
"Q06323","PSME1","Cluster 1"
"Q06330","RBPJ","Cluster 4"
"Q06413","MEF2C","Cluster 3"
"Q06418","TYRO3","Cluster 3"
"Q06481","APLP2","Cluster 4"
"Q06546","GABPA","Cluster 3"
"Q06547","GABPB1","Cluster 5"
"Q06587","RING1","Cluster 5"
"Q06710","PAX8","Cluster 3"
"Q06830","PRDX1","Cluster 1"
"Q06945","SOX4","Cluster 3"
"Q07020","RPL18","Cluster 2"
"Q07021","C1QBP","Cluster 5"
"Q07065","CKAP4","Cluster 3"
"Q07075","ENPEP","Cluster 3"
"Q07092","COL16A1","Cluster 3"
"Q07283","TCHH","Cluster 3"
"Q07352","ZFP36L1","Cluster 3"
"Q07617","SPAG1","Cluster 3"
"Q07666","KHDRBS1","Cluster 5"
"Q07817","BCL2L1","Cluster 4"
"Q07820","MCL1","Cluster 3"
"Q07864","POLE","Cluster 4"
"Q07889","SOS1","Cluster 2"
"Q07912","TNK2","Cluster 3"
"Q07954","LRP1","Cluster 3"
"Q07955","SRSF1","Cluster 5"
"Q07960","ARHGAP1","Cluster 2"
"Q08170","SRSF4","Cluster 5"
"Q08209","PPP3CA","Cluster 3"
"Q08211","DHX9","Cluster 4"
"Q08257","CRYZ","Cluster 3"
"Q08334","IL10RB","Cluster 3"
"Q08357","SLC20A2","Cluster 4"
"Q08378","GOLGA3","Cluster 3"
"Q08379","GOLGA2","Cluster 5"
"Q08380","LGALS3BP","Cluster 3"
"Q08397","LOXL1","Cluster 3"
"Q08426","EHHADH","Cluster 3"
"Q08431","MFGE8","Cluster 3"
"Q08495","DMTN","Cluster 3"
"Q08629","SPOCK1","Cluster 3"
"Q08722","CD47","Cluster 4"
"Q08752","PPID","Cluster 1"
"Q08945","SSRP1","Cluster 4"
"Q08999","RBL2","Cluster 4"
"Q08AD1","CAMSAP2","Cluster 3"
"Q08AF3","SLFN5","Cluster 3"
"Q08AG7","MZT1","Cluster 1"
"Q08AM6","VAC14","Cluster 2"
"Q08J23","NSUN2","Cluster 1"
"Q09028","RBBP4","Cluster 5"
"Q09161","NCBP1","Cluster 4"
"Q09327","MGAT3","Cluster 3"
"Q09328","MGAT5","Cluster 4"
"Q09472","EP300","Cluster 3"
"Q09666","AHNAK","Cluster 5"
"Q0IIM8","TBC1D8B","Cluster 3"
"Q0JRZ9","FCHO2","Cluster 3"
"Q0P6D6","CCDC15","Cluster 3"
"Q0P6H9","TMEM62","Cluster 4"
"Q0PNE2","ELP6","Cluster 2"
"Q0VDF9","HSPA14","Cluster 1"
"Q0VDG4","SCRN3","Cluster 1"
"Q0VDI3","TMEM267","Cluster 4"
"Q0VF96","CGNL1","Cluster 3"
"Q0VG06","FAAP100","Cluster 3"
"Q0ZGT2","NEXN","Cluster 3"
"Q10469","MGAT2","Cluster 4"
"Q10471","GALNT2","Cluster 4"
"Q10472","GALNT1","Cluster 4"
"Q10567","AP1B1","Cluster 2"
"Q10570","CPSF1","Cluster 4"
"Q10586","DBP","Cluster 3"
"Q10587","TEF","Cluster 5"
"Q10588","BST1","Cluster 3"
"Q10589","BST2","Cluster 3"
"Q10713","PMPCA","Cluster 4"
"Q11201","ST3GAL1","Cluster 3"
"Q12768","WASHC5","Cluster 2"
"Q12769","NUP160","Cluster 4"
"Q12770","SCAP","Cluster 4"
"Q12772","SREBF2","Cluster 4"
"Q12774","ARHGEF5","Cluster 3"
"Q12778","FOXO1","Cluster 3"
"Q12788","TBL3","Cluster 4"
"Q12789","GTF3C1","Cluster 4"
"Q12792","TWF1","Cluster 3"
"Q12797","ASPH","Cluster 4"
"Q12800","TFCP2","Cluster 3"
"Q12802","AKAP13","Cluster 3"
"Q12805","EFEMP1","Cluster 3"
"Q12815","TROAP","Cluster 3"
"Q12816","TRO","Cluster 3"
"Q12824","SMARCB1","Cluster 4"
"Q12830","BPTF","Cluster 4"
"Q12834","CDC20","Cluster 2"
"Q12840","KIF5A","Cluster 3"
"Q12841","FSTL1","Cluster 3"
"Q12846","STX4","Cluster 4"
"Q12849","GRSF1","Cluster 5"
"Q12851","MAP4K2","Cluster 2"
"Q12860","CNTN1","Cluster 3"
"Q12864","CDH17","Cluster 3"
"Q12866","MERTK","Cluster 3"
"Q12874","SF3A3","Cluster 4"
"Q12882","DPYD","Cluster 3"
"Q12884","FAP","Cluster 3"
"Q12888","TP53BP1","Cluster 5"
"Q12891","HYAL2","Cluster 4"
"Q12893","TMEM115","Cluster 4"
"Q12894","IFRD2","Cluster 2"
"Q12899","TRIM26","Cluster 2"
"Q12905","ILF2","Cluster 4"
"Q12906","ILF3","Cluster 5"
"Q12907","LMAN2","Cluster 4"
"Q12912","LRMP","Cluster 3"
"Q12913","PTPRJ","Cluster 3"
"Q12929","EPS8","Cluster 3"
"Q12931","TRAP1","Cluster 4"
"Q12948","FOXC1","Cluster 3"
"Q12955","ANK3","Cluster 3"
"Q12962","TAF10","Cluster 5"
"Q12965","MYO1E","Cluster 3"
"Q12968","NFATC3","Cluster 1"
"Q12972","PPP1R8","Cluster 1"
"Q12974","PTP4A2","Cluster 3"
"Q12979","ABR","Cluster 2"
"Q12980","NPRL3","Cluster 2"
"Q12981","BNIP1","Cluster 4"
"Q12983","BNIP3","Cluster 3"
"Q12986","NFX1","Cluster 1"
"Q12996","CSTF3","Cluster 4"
"Q12999","TSPAN31","Cluster 4"
"Q13009","TIAM1","Cluster 3"
"Q13011","ECH1","Cluster 5"
"Q13015","MLLT11","Cluster 3"
"Q13017","ARHGAP5","Cluster 3"
"Q13023","AKAP6","Cluster 3"
"Q13029","PRDM2","Cluster 5"
"Q13042","CDC16","Cluster 2"
"Q13043","STK4","Cluster 1"
"Q13049","TRIM32","Cluster 3"
"Q13064","MKRN3","Cluster 3"
"Q13077","TRAF1","Cluster 3"
"Q13084","MRPL28","Cluster 4"
"Q13093","PLA2G7","Cluster 3"
"Q13094","LCP2","Cluster 3"
"Q13099","IFT88","Cluster 3"
"Q13107","USP4","Cluster 2"
"Q13111","CHAF1A","Cluster 5"
"Q13112","CHAF1B","Cluster 3"
"Q13114","TRAF3","Cluster 3"
"Q13115","DUSP4","Cluster 3"
"Q13118","KLF10","Cluster 5"
"Q13123","IK","Cluster 5"
"Q13126","MTAP","Cluster 3"
"Q13127","REST","Cluster 3"
"Q13129","RLF","Cluster 4"
"Q13136","PPFIA1","Cluster 4"
"Q13144","EIF2B5","Cluster 2"
"Q13148","TARDBP","Cluster 5"
"Q13151","HNRNPA0","Cluster 5"
"Q13153","PAK1","Cluster 1"
"Q13155","AIMP2","Cluster 2"
"Q13158","FADD","Cluster 1"
"Q13162","PRDX4","Cluster 5"
"Q13163","MAP2K5","Cluster 2"
"Q13164","MAPK7","Cluster 2"
"Q13177","PAK2","Cluster 1"
"Q13185","CBX3","Cluster 5"
"Q13188","STK3","Cluster 1"
"Q13190","STX5","Cluster 4"
"Q13191","CBLB","Cluster 3"
"Q13200","PSMD2","Cluster 2"
"Q13206","DDX10","Cluster 4"
"Q13207","TBX2","Cluster 3"
"Q13214","SEMA3B","Cluster 1"
"Q13216","ERCC8","Cluster 3"
"Q13217","DNAJC3","Cluster 4"
"Q13219","PAPPA","Cluster 3"
"Q13227","GPS2","Cluster 5"
"Q13228","SELENBP1","Cluster 3"
"Q13232","NME3","Cluster 4"
"Q13233","MAP3K1","Cluster 3"
"Q13242","SRSF9","Cluster 5"
"Q13243","SRSF5","Cluster 5"
"Q13247","SRSF6","Cluster 5"
"Q13257","MAD2L1","Cluster 2"
